Date ;Ambient temperature (C);Global plane of array irradiance (W/m^2);m-Si module temperature (C);DC power of m-Si (W)
28/12/2016 10:10;13.68;681.79;22.42;1365
28/12/2016 10:15;14.46;695.69;24.43;1393
28/12/2016 10:20;15.74;710.20;27.64;1412
28/12/2016 10:25;16.60;722.58;28.32;1424
28/12/2016 10:30;16.87;735.13;30.37;1433
28/12/2016 10:35;16.40;751.97;29.34;1469
28/12/2016 10:40;16.95;761.76;30.25;1486
28/12/2016 10:45;17.49;773.54;31.47;1501
28/12/2016 10:50;17.26;784.75;32.12;1530
28/12/2016 10:55;17.68;796.41;34.28;1545
28/12/2016 11:00;17.76;808.42;35.71;1557
28/12/2016 11:05;17.51;817.28;35.24;1577
28/12/2016 11:10;17.37;823.68;36.03;1589
28/12/2016 11:15;16.88;835.62;36.07;1610
28/12/2016 11:20;16.84;844.67;36.87;1606
28/12/2016 11:25;16.98;852.79;37.99;1615
28/12/2016 11:30;16.66;857.80;38.98;1622
28/12/2016 11:35;16.37;863.77;38.27;1642
28/12/2016 11:40;16.76;871.56;38.16;1654
28/12/2016 11:45;17.78;867.74;38.92;1635
28/12/2016 11:50;17.87;878.34;38.83;1654
28/12/2016 11:55;19.18;873.08;38.92;1628
28/12/2016 12:00;20.81;885.74;40.02;1648
28/12/2016 12:05;19.87;876.37;38.98;1642
28/12/2016 12:10;19.12;883.33;38.61;1660
28/12/2016 12:15;19.61;888.95;38.85;1661
28/12/2016 12:20;19.70;891.78;39.65;1668
28/12/2016 12:25;19.62;897.06;40.18;1673
28/12/2016 12:30;19.61;900.68;40.12;1681
28/12/2016 12:35;19.86;901.05;39.67;1683
28/12/2016 12:40;19.53;900.09;38.88;1681
28/12/2016 12:45;19.88;897.61;39.32;1677
28/12/2016 12:50;19.56;899.96;38.26;1696
28/12/2016 12:55;19.40;891.54;37.75;1677
28/12/2016 13:00;19.57;894.09;38.77;1682
28/12/2016 13:05;19.78;877.34;38.50;1652
28/12/2016 13:10;19.57;876.39;38.49;1652
28/12/2016 13:15;19.63;874.40;37.66;1649
28/12/2016 13:20;19.60;873.19;36.98;1655
28/12/2016 13:25;19.78;858.34;37.17;1624
28/12/2016 13:30;19.74;842.74;37.50;1586
28/12/2016 13:35;20.23;841.94;37.82;1574
28/12/2016 13:40;20.40;842.82;38.09;1572
28/12/2016 13:45;20.16;848.11;39.36;1573
28/12/2016 13:50;19.81;839.17;38.46;1562
28/12/2016 13:55;19.67;830.44;39.59;1541
28/12/2016 14:00;19.40;825.44;38.98;1539
28/12/2016 14:05;19.32;818.15;38.99;1525
28/12/2016 14:10;19.93;805.07;38.68;1499
28/12/2016 14:15;19.95;799.80;38.95;1489
28/12/2016 14:20;19.709;789.386;39.657;1468
28/12/2016 14:25;19.533;778.245;38.882;1451
28/12/2016 14:30;19.114;768.909;37.633;1448
28/12/2016 14:35;19.105;756.199;37.356;1419
28/12/2016 14:40;19.727;740.791;37.863;1384
28/12/2016 14:45;19.801;729.625;38.196;1366
28/12/2016 14:50;19.397;714.951;37.102;1349
28/12/2016 14:55;19.868;700.707;36.28;1326
28/12/2016 15:00;20.334;684.954;36.634;1303
28/12/2016 15:05;19.489;670.648;35.186;1282
28/12/2016 15:10;19.618;658.032;35.132;1262
28/12/2016 15:15;19.577;639.894;33.443;1227
28/12/2016 15:20;19.382;625.226;32.257;1216
28/12/2016 15:25;19.017;605.151;31.449;1178
28/12/2016 15:30;19.094;585.926;31.519;1143
28/12/2016 15:35;19.059;564.502;30.391;1103
28/12/2016 15:40;19.242;545.419;30.013;1072
28/12/2016 15:45;19.199;523.749;29.43;1030
28/12/2016 15:50;19.095;505.159;29.338;996
28/12/2016 15:55;18.836;486.957;28.344;795
28/12/2016 16:00;18.554;467.765;27.643;930
28/12/2016 16:05;18.598;446.423;27.818;891
28/12/2016 16:10;18.465;423.328;26.721;846
28/12/2016 16:15;18.281;401.777;26.028;802
28/12/2016 16:20;18.056;378.861;25.135;761
28/12/2016 16:25;18.136;354.59;24.421;714
28/12/2016 16:30;17.999;332.881;23.385;670
28/12/2016 16:35;17.885;305.857;23.265;614
28/12/2016 16:40;17.765;280.775;22.401;508
28/12/2016 16:45;17.607;256.478;21.598;491
28/12/2016 16:50;17.448;232.851;20.006;451
28/12/2016 16:55;17.33;206.908;19.55;327
28/12/2016 17:00;17.25;178.865;18.491;269
28/12/2016 17:05;17.112;153.009;17.985;223
28/12/2016 17:10;16.978;127.395;15.879;190
28/12/2016 17:15;16.875;99.036;15.677;118
28/12/2016 17:20;16.789;72.604;16.852;45
28/12/2016 17:25;16.634;48.921;17.405;33
28/12/2016 17:30;16.571;29.652;17.302;23
28/12/2016 17:35;16.25;16.112;16.874;18
29/12/2016 9:40;14.85;570.632;26.345;1146
29/12/2016 9:45;16.566;586.953;27.659;1175
29/12/2016 9:50;16.745;602.821;28.525;1208
29/12/2016 9:55;16.729;619.725;28.519;1237
29/12/2016 10:00;16.697;637.299;28.261;1273
29/12/2016 10:05;16.668;653.437;30.206;1304
29/12/2016 10:10;16.763;669.831;29.792;1329
29/12/2016 10:15;17.271;684.775;31.595;1355
29/12/2016 10:20;17.337;700.177;32.923;1386
29/12/2016 10:25;17.321;714.357;32.976;1411
29/12/2016 10:30;17.402;727.947;34.688;1430
29/12/2016 10:35;17.244;740.072;34.487;1454
29/12/2016 10:40;17.469;752.311;34.368;1468
29/12/2016 10:45;17.45;765.446;34.366;1490
29/12/2016 10:50;17.784;778.077;35.439;1517
29/12/2016 10:55;18.454;790.466;36.768;1528
29/12/2016 11:00;18.276;800.399;35.978;1549
29/12/2016 11:05;18.506;808.781;37.727;1562
29/12/2016 11:10;18.132;819.166;37.042;1578
29/12/2016 11:15;18.389;826.636;37.026;1584
29/12/2016 11:20;18.421;835.089;38.204;1605
29/12/2016 11:25;18.262;845.017;36.835;1619
29/12/2016 11:30;18.942;850.724;37.406;1626
29/12/2016 11:35;18.506;857.861;38.581;1635
29/12/2016 11:40;19.032;865.722;38.023;1644
29/12/2016 11:45;18.903;870.32;39.296;1656
29/12/2016 11:50;18.339;876.943;37.613;1684
29/12/2016 11:55;18.69;884.443;38.212;1691
29/12/2016 12:00;18.526;888.729;38.224;1699
29/12/2016 12:05;17.976;891.312;38.573;1712
29/12/2016 12:10;18.658;895.646;37.861;1712
29/12/2016 12:15;18.305;899.334;38.658;1716
29/12/2016 12:20;18.988;899.39;38.518;1714
29/12/2016 12:25;19.454;901.907;39.607;1712
29/12/2016 12:30;19.274;894.456;39.766;1700
29/12/2016 12:35;19.203;901.69;39.41;1707
29/12/2016 12:40;19.217;902.157;39.861;1708
29/12/2016 12:45;19.517;902.816;39.546;1703
29/12/2016 12:50;19.288;900.524;38.995;1704
29/12/2016 12:55;19.2;898.602;37.67;1697
29/12/2016 13:00;19.471;897.076;38.465;1688
29/12/2016 13:05;19.303;893.22;39.042;1696
29/12/2016 13:10;19.107;889.083;36.853;1695
29/12/2016 13:15;18.844;884.794;36.114;1701
29/12/2016 13:20;18.999;881.037;36.884;1692
29/12/2016 13:25;18.829;875.728;34.606;1683
29/12/2016 13:30;19.17;870.586;36.57;1676
29/12/2016 13:35;18.867;865.716;35.955;1666
29/12/2016 13:40;19.006;860.461;34.12;1659
29/12/2016 13:45;19.039;854.052;34.091;1643
29/12/2016 13:50;19.101;846.526;34.127;1627
29/12/2016 13:55;19.293;839.34;34.297;1612
29/12/2016 14:00;19.149;830.276;32.609;1597
29/12/2016 14:05;19.188;821.865;33.918;1587
29/12/2016 14:10;18.782;811.303;31.885;1560
29/12/2016 14:15;18.785;801.429;31.978;1556
29/12/2016 14:20;19.078;790.682;32.637;1528
29/12/2016 14:25;19.113;781.146;32.23;1513
29/12/2016 14:30;18.943;769.224;32.297;1492
29/12/2016 14:35;19.009;757.388;31.78;1479
29/12/2016 14:40;18.871;743.966;32.15;1449
29/12/2016 14:45;18.665;732.548;31.149;1429
29/12/2016 14:50;18.548;719.005;31.231;1403
29/12/2016 14:55;18.963;704.683;32.52;1374
29/12/2016 15:00;18.461;689.397;31.817;1343
29/12/2016 15:05;18.685;673.76;32.014;1314
29/12/2016 15:10;18.616;657.247;31.296;1275
29/12/2016 15:15;18.364;639.817;31.316;1249
29/12/2016 15:20;18.344;625.544;30.53;1230
29/12/2016 15:25;18.762;611.908;31.422;1202
29/12/2016 15:30;18.982;593.728;32.279;1159
29/12/2016 15:35;19.211;575.685;32.421;1120
29/12/2016 15:40;19.067;555.091;32.436;1084
29/12/2016 15:45;18.947;537.43;31.815;1055
29/12/2016 15:50;17.924;518.273;30.017;1029
29/12/2016 15:55;17.309;498.103;27.621;999
29/12/2016 16:00;17.358;477.815;26.498;958
29/12/2016 16:05;17.649;453.821;26.531;910
29/12/2016 16:10;17.385;432.468;25.71;872
29/12/2016 16:15;17.263;410.089;25.089;826
29/12/2016 16:20;17.196;389.196;24.16;785
29/12/2016 16:25;17.106;365.617;23.513;738
29/12/2016 16:30;16.957;339.198;22.294;685
29/12/2016 16:35;16.984;318.106;21.752;639
29/12/2016 16:40;16.749;292.915;20.783;444
29/12/2016 16:45;16.746;265.798;20.408;514
29/12/2016 16:50;16.76;238.97;19.223;475
29/12/2016 16:55;16.68;212.271;19.039;368
29/12/2016 17:00;16.748;184.782;18.756;282
29/12/2016 17:05;16.857;157.681;18.43;211
29/12/2016 17:10;16.5;129.029;17.497;183
29/12/2016 17:15;16.141;96.972;16.82;130
29/12/2016 17:20;16.059;69.068;14.365;43
29/12/2016 17:25;15.949;43.98;16.495;33
29/12/2016 17:30;15.912;22.492;17.516;21
29/12/2016 17:35;15.518;13.776;17.826;15
30/12/2016 9:40;13.544;583.4;22.127;1186
30/12/2016 9:45;14.091;603.025;25.909;1211
30/12/2016 9:50;14.846;623.526;28.365;1238
30/12/2016 9:55;15.545;639.341;30.581;1262
30/12/2016 10:00;17.64;654.47;32.488;1282
30/12/2016 10:05;18.772;669.547;34.608;1311
30/12/2016 10:10;18.997;686.247;35.149;1339
30/12/2016 10:15;19.614;703.306;33.922;1365
30/12/2016 10:20;20.44;718.359;34.261;1384
30/12/2016 10:25;20.692;730.228;34.342;1399
30/12/2016 10:30;20.564;745.132;35.056;1427
30/12/2016 10:35;20.267;760.343;34.722;1458
30/12/2016 10:40;20.51;773.252;35.666;1472
30/12/2016 10:45;20.164;785.732;36.297;1497
30/12/2016 10:50;20.004;796.508;35.387;1515
30/12/2016 10:55;19.724;808.391;37.142;1537
30/12/2016 11:00;20.027;819.004;36.208;1557
30/12/2016 11:05;19.965;831.531;37.223;1572
30/12/2016 11:10;19.689;840.977;37.937;1589
30/12/2016 11:15;19.922;847.302;37.663;1604
30/12/2016 11:20;19.662;857.016;37.506;1616
30/12/2016 11:25;19.849;866.707;37.7;1634
30/12/2016 11:30;20.232;873.237;38.925;1642
30/12/2016 11:35;19.662;882.294;37.869;1659
30/12/2016 11:40;20.253;887.465;38.64;1663
30/12/2016 11:45;20.221;891.025;38.179;1674
30/12/2016 11:50;20.263;896.118;39.019;1683
30/12/2016 11:55;19.627;901.285;37.111;1701
30/12/2016 12:00;19.536;906.424;39.55;1708
30/12/2016 12:05;19.666;910.028;39.127;1710
30/12/2016 12:10;20.091;914.324;40.286;1716
30/12/2016 12:15;19.698;917.674;38.672;1719
30/12/2016 12:20;19.894;918.032;38.45;1722
30/12/2016 12:25;19.005;918.875;37.383;1749
30/12/2016 12:30;18.907;920.926;37.621;1757
30/12/2016 12:35;19.154;923.346;37.955;1754
30/12/2016 12:40;18.768;921.945;36.777;1761
30/12/2016 12:45;18.956;918.246;36.521;1753
30/12/2016 12:50;19.228;918.222;36.946;1740
30/12/2016 12:55;19.283;914.693;38.941;1737
30/12/2016 13:00;19.601;913.412;38.485;1728
30/12/2016 13:05;19.349;912.55;38.211;1724
30/12/2016 13:10;19.872;908.826;38.256;1709
30/12/2016 13:15;20.007;904.58;37.815;1700
30/12/2016 13:20;19.967;901.56;37.544;1695
30/12/2016 13:25;20.104;894.564;37.831;1686
30/12/2016 13:30;20.42;889.986;37.723;1674
30/12/2016 13:35;20.03;884.501;36.67;1668
30/12/2016 13:40;19.907;876.657;36.114;1656
30/12/2016 13:45;20.305;869.748;36.75;1639
30/12/2016 13:50;20.113;860.76;36.299;1629
30/12/2016 13:55;20.342;853.597;37.462;1611
30/12/2016 14:00;19.835;845.036;37.327;1601
30/12/2016 14:05;19.481;836.578;36.465;1586
30/12/2016 14:10;19.676;827.401;35.917;1574
30/12/2016 14:15;20.041;817.973;36.88;1555
30/12/2016 14:20;20.058;806.71;37.028;1536
30/12/2016 14:25;19.797;796.162;36.994;1517
30/12/2016 14:30;19.952;785.587;36.669;1498
30/12/2016 14:35;19.766;773.895;36.391;1479
30/12/2016 14:40;20.022;762.424;36.896;1452
30/12/2016 14:45;20.253;748.31;37.388;1427
30/12/2016 14:50;20.098;733.882;36.808;1405
30/12/2016 14:55;20.056;721.073;36.832;1378
30/12/2016 15:00;20.355;705.265;36.621;1340
30/12/2016 15:05;20.796;690.804;36.881;1318
30/12/2016 15:10;20.426;674.702;36.531;1290
30/12/2016 15:15;20.238;658.174;36.229;1259
30/12/2016 15:20;20.283;641.161;36.054;1232
30/12/2016 15:25;20.334;624.399;35.558;1201
30/12/2016 15:30;20.576;606.512;35.27;1165
30/12/2016 15:35;20.738;587.108;35.047;1133
30/12/2016 15:40;20.213;567.539;34.497;1101
30/12/2016 15:45;20.232;548.612;33.654;1070
30/12/2016 15:50;20.176;528.049;33.121;1032
30/12/2016 15:55;20.038;508.502;32.622;997
30/12/2016 16:00;19.512;488.147;31.313;963
30/12/2016 16:05;19.415;467.255;30.847;918
30/12/2016 16:10;19.19;445.078;29.775;883
30/12/2016 16:15;18.895;425.36;28.795;845
30/12/2016 16:20;18.84;402.378;28.259;799
30/12/2016 16:25;19.041;381.229;28.196;760
30/12/2016 16:30;18.897;358.293;27.759;713
30/12/2016 16:35;18.723;333.879;27.229;661
30/12/2016 16:40;18.719;310.217;26.238;471
30/12/2016 16:45;18.536;285.457;25.576;542
30/12/2016 16:50;18.253;260.799;24.378;515
30/12/2016 16:55;18.104;234.166;23.789;388
30/12/2016 17:00;17.862;207.38;22.684;302
30/12/2016 17:05;17.707;181.709;21.783;262
30/12/2016 17:10;17.52;155.151;19.348;184
30/12/2016 17:15;17.287;128.341;18.369;166
30/12/2016 17:20;17.239;101.73;18.13;70
30/12/2016 17:25;17.132;75.35;16.918;58
30/12/2016 17:30;16.864;50.296;15.246;27
30/12/2016 17:35;16.586;28.525;14.382;18
31/12/2016 9:25;13.559;512.935;20.416;1046
31/12/2016 9:30;13.798;534.008;24.296;1085
31/12/2016 9:35;14.252;553.567;25.422;1109
31/12/2016 9:40;15.458;573.259;28.722;1144
31/12/2016 9:45;16.387;591.807;28.34;1178
31/12/2016 9:50;18.114;608.615;31.894;1202
31/12/2016 9:55;18.898;626.174;34.673;1231
31/12/2016 10:00;19.783;644.032;33.247;1256
31/12/2016 10:05;19.367;660.884;33.003;1290
31/12/2016 10:10;19.014;676.352;32.38;1316
31/12/2016 10:15;18.63;693.86;31.445;1352
31/12/2016 10:20;18.819;709.44;31.703;1375
31/12/2016 10:25;18.382;725.335;33.041;1405
31/12/2016 10:30;18.387;739.586;34.067;1432
31/12/2016 10:35;18.717;756.997;32.544;1465
31/12/2016 10:40;18.121;783.15;34.621;1513
31/12/2016 10:45;18.03;698.543;33.842;1347
31/12/2016 10:50;18.13;754.5;36.397;1460
31/12/2016 10:55;18.054;800.131;36.04;1543
31/12/2016 11:00;18.184;855.694;36.939;1651
31/12/2016 11:05;18.701;762.742;37.096;1446
31/12/2016 11:10;18.414;831.038;37.959;1601
31/12/2016 11:15;18.824;824.275;37.044;1579
31/12/2016 11:20;18.592;881.319;37.724;1682
31/12/2016 11:25;18.815;874.99;37.739;1658
31/12/2016 11:30;18.608;861.549;37.867;1642
31/12/2016 11:35;18.45;850.487;37.056;1632
31/12/2016 11:40;18.634;885.541;36.486;1681
31/12/2016 11:45;19.112;891.488;37.542;1689
31/12/2016 11:50;18.778;907.455;39.542;1722
31/12/2016 11:55;18.561;824.717;38.125;1545
31/12/2016 12:00;18.786;902.66;37.594;1713
31/12/2016 12:05;19.062;939.856;37.993;1773
31/12/2016 12:10;19.157;923.191;38.266;1736
31/12/2016 12:15;18.533;921.171;38.931;1742
31/12/2016 12:20;19.008;924.343;38.299;1738
31/12/2016 12:25;19.14;941.591;37.312;1775
31/12/2016 12:30;18.954;924.225;37.89;1746
31/12/2016 12:35;18.564;959.105;35.189;1819
31/12/2016 12:40;18.617;699.226;36.259;1328
31/12/2016 12:45;18.54;743.01;34.153;1437
31/12/2016 12:50;18.638;758.048;33.545;1459
31/12/2016 12:55;18.837;908.477;35.069;1735
31/12/2016 13:00;19.114;913.205;36.024;1736
31/12/2016 13:05;19.062;950.116;35.259;1803
31/12/2016 13:10;18.901;946.311;35.743;1788
31/12/2016 13:15;19.099;765.763;35.8;1443
31/12/2016 13:20;18.602;625.989;33.25;1209
31/12/2016 13:25;18.1;491.329;30.736;969
31/12/2016 13:30;17.935;546.455;29.698;1071
31/12/2016 13:35;18.166;539.307;28.837;1063
31/12/2016 13:40;18.186;637.136;30.686;1266
31/12/2016 13:45;18.149;675.127;29.446;1326
31/12/2016 13:50;18.235;608.025;29.619;1197
31/12/2016 13:55;17.826;565.992;29.276;1135
31/12/2016 14:00;17.842;450.409;28.257;901
31/12/2016 14:05;18.083;490.817;28.208;978
31/12/2016 14:10;17.902;518.914;26.666;1038
31/12/2016 14:15;18.227;823.441;27.292;1644
31/12/2016 14:20;18.525;767.935;28.973;1508
31/12/2016 14:25;18.822;771.276;31.333;1498
31/12/2016 14:30;18.864;598.011;31.544;1167
31/12/2016 14:35;18.413;456.316;29.28;895
31/12/2016 14:40;17.998;336.113;25.645;658
31/12/2016 14:45;18.421;809.61;27.619;1604
31/12/2016 14:50;19.248;628.964;30.106;1229
31/12/2016 14:55;18.805;611.306;30.845;1202
31/12/2016 15:00;18.819;420.219;29.975;833
31/12/2016 15:05;18.395;399.514;27.472;796
31/12/2016 15:10;18.113;358.306;24.802;709
31/12/2016 15:15;18.252;530.473;26.275;1049
31/12/2016 15:20;18.698;516.04;28.006;1018
31/12/2016 15:25;18.811;474.881;30.002;926
31/12/2016 15:30;18.598;470.82;28.056;935
31/12/2016 15:35;18.813;621.272;29.767;1224
31/12/2016 15:40;18.851;617.126;30.977;1199
31/12/2016 15:45;18.787;583.548;30.914;1142
31/12/2016 15:50;19.088;566.633;31.525;1109
31/12/2016 15:55;18.935;537.523;30.881;1059
31/12/2016 16:00;18.664;509.544;30.26;1005
31/12/2016 16:05;18.756;460.008;29.559;908
31/12/2016 16:10;18.537;333.642;27.817;649
31/12/2016 16:15;18.38;423.275;27.51;843
31/12/2016 16:20;18.114;380.866;26.085;764
31/12/2016 16:25;17.915;276.351;24.623;550
31/12/2016 16:30;17.963;266.324;23.971;531
31/12/2016 16:35;17.642;153.8;21.754;306
31/12/2016 16:40;17.516;181.888;20.27;331
31/12/2016 16:45;17.285;147.361;19.368;255
31/12/2016 16:50;17.322;242.292;18.77;487
31/12/2016 16:55;17.261;218.778;19.495;354
31/12/2016 17:00;17.273;199.746;19.279;317
31/12/2016 17:05;17.286;170.397;18.471;243
31/12/2016 17:10;17.218;135.86;17.463;194
31/12/2016 17:15;17.089;110.127;17.537;144
31/12/2016 17:20;16.961;85.144;16.463;88
31/12/2016 17:25;16.819;64.381;15.807;49
31/12/2016 17:30;16.607;41;16.972;38
31/12/2016 17:35;16.566;23.911;15.548;20
31/12/2016 17:40;16.42;12.941;17.861;13
01/01/2017 9:20;14.612;495.152;23.222;1012
01/01/2017 9:25;14.564;520.82;24.769;1053
01/01/2017 9:30;14.968;541.622;25.978;1095
01/01/2017 9:35;16.919;561.427;28.155;1126
01/01/2017 9:40;17.377;582.861;27.97;1168
01/01/2017 9:45;17.391;608.02;30.32;1216
01/01/2017 9:50;17.871;635.964;31.56;1262
01/01/2017 9:55;19.539;645.408;32.401;1268
01/01/2017 10:00;19.379;688.583;32.292;1361
01/01/2017 10:05;19.083;685.255;31.184;1355
01/01/2017 10:10;18.143;327.806;29.74;638
01/01/2017 10:15;17.576;680.984;32.251;1363
01/01/2017 10:20;17.995;737.746;34.058;1459
01/01/2017 10:25;18.449;557.466;35.039;1071
01/01/2017 10:30;18.194;673.004;35.203;1312
01/01/2017 10:35;18.664;765.604;36.294;1489
01/01/2017 10:40;18.836;777.72;36.343;1498
01/01/2017 10:45;18.301;788.006;36.176;1516
01/01/2017 10:50;17.692;799.345;37.161;1547
01/01/2017 10:55;17.409;810.124;36.284;1572
01/01/2017 11:00;17.633;819.963;36.163;1588
01/01/2017 11:05;17.677;828.766;35.948;1601
01/01/2017 11:10;18.317;835.538;38.901;1608
01/01/2017 11:15;18.115;847.119;36.308;1628
01/01/2017 11:20;18.408;854.993;39.199;1640
01/01/2017 11:25;18.43;861.29;38.256;1647
01/01/2017 11:30;18.397;870.026;39.667;1650
01/01/2017 11:35;17.542;879.107;38.203;1685
01/01/2017 11:40;17.776;888.459;38.075;1696
01/01/2017 11:45;18.01;897.811;37.446;1713
01/01/2017 11:50;17.639;902.151;37.012;1720
01/01/2017 11:55;17.834;902.13;37.484;1719
01/01/2017 12:00;17.58;904.788;37.396;1731
01/01/2017 12:05;17.557;908.362;37.424;1739
01/01/2017 12:10;17.78;911.501;36.893;1742
01/01/2017 12:15;18.006;912.673;37.802;1749
01/01/2017 12:20;17.853;916.558;37.51;1755
01/01/2017 12:25;18.077;916.993;37.415;1754
01/01/2017 12:30;18.199;913.658;38.537;1749
01/01/2017 12:35;18.502;913.854;38.118;1742
01/01/2017 12:40;18.962;914.311;38.191;1731
01/01/2017 12:45;18.865;913.046;37.873;1725
01/01/2017 12:50;18.739;909.097;38.04;1732
01/01/2017 12:55;18.469;909.675;36.534;1739
01/01/2017 13:00;18.398;903.603;34.49;1742
01/01/2017 13:05;18.657;901.051;35.626;1737
01/01/2017 13:10;18.603;900.174;35.394;1740
01/01/2017 13:15;18.268;894.149;34.537;1730
01/01/2017 13:20;18.468;887.398;35.849;1719
01/01/2017 13:25;18.582;884.179;36.107;1703
01/01/2017 13:30;18.558;880.751;34.84;1705
01/01/2017 13:35;19.03;883.086;33.274;1704
01/01/2017 13:40;18.676;868.321;32.966;1678
01/01/2017 13:45;18.649;858.693;33.726;1657
01/01/2017 13:50;18.086;883.725;31.626;1726
01/01/2017 13:55;18.493;844.849;33.171;1635
01/01/2017 14:00;18.41;819.981;32.218;1592
01/01/2017 14:05;18.801;771.422;32.234;1501
01/01/2017 14:10;18.714;854.685;32.155;1638
01/01/2017 14:15;17.927;529.027;29.093;983
01/01/2017 14:20;18.449;882.632;29.99;1735
01/01/2017 14:25;18.062;696.711;29.213;1204
01/01/2017 14:30;17.868;860.891;26.411;1491
01/01/2017 14:40;18.082;836.802;27.538;1618
01/01/2017 14:45;18.443;760.861;28.257;1428
01/01/2017 14:50;18.364;707.321;28.494;1401
01/01/2017 14:55;18.313;695.565;27.457;1382
01/01/2017 15:00;18.236;679.812;28.033;1355
01/01/2017 15:05;18.141;662.887;27.115;1315
01/01/2017 15:10;18.35;652.332;27.645;1294
01/01/2017 15:15;18.393;643.606;27.468;1276
01/01/2017 15:20;18.584;684.083;26.972;1361
01/01/2017 15:25;18.881;628.136;29.026;1237
01/01/2017 15:30;18.554;609.768;28.377;1214
01/01/2017 15:35;18.529;573.299;28.002;1138
01/01/2017 15:40;18.395;574.304;26.958;1150
01/01/2017 15:50;17.72;160.375;21.814;317
01/01/2017 15:55;17.55;161.804;19.564;318
01/01/2017 16:00;17.663;531.255;19.421;1064
01/01/2017 16:10;17.958;518.72;21.592;1056
01/01/2017 16:30;17.454;192.105;19.461;379
01/01/2017 16:35;17.227;116.786;20.159;229
01/01/2017 16:40;17.237;93.728;18.894;184
01/01/2017 16:45;17.153;90.939;20.434;177
01/01/2017 16:50;17.187;72.795;21.313;144
01/01/2017 16:55;16.84;134.143;20.408;226
01/01/2017 17:00;16.719;80.98;20.376;154
01/01/2017 17:05;16.69;69.399;18.867;137
01/01/2017 17:10;16.762;131.114;20.538;220
01/01/2017 17:15;16.743;86.814;18.703;138
01/01/2017 17:20;17.206;102.081;19.885;134
01/01/2017 17:25;17.03;75.763;19.268;81
01/01/2017 17:35;16.525;26.133;17.835;23
05/01/2017 10:00;13.87;638.51;23.33;1300
05/01/2017 10:05;13.97;654.84;23.86;1331
05/01/2017 10:10;14.32;670.64;25.03;1351
05/01/2017 10:15;14.93;686.63;26.67;1370
05/01/2017 10:20;16.92;700.94;28.44;1368
05/01/2017 10:25;17.27;714.53;30.14;1396
05/01/2017 10:30;16.67;727.43;30.50;1419
05/01/2017 10:35;17.40;729.64;30.50;1414
05/01/2017 10:40;17.73;749.71;31.25;1446
05/01/2017 10:45;18.17;768.97;32.07;1479
05/01/2017 10:50;18.10;774.82;33.58;1471
05/01/2017 10:55;19.18;790.08;35.31;1490
05/01/2017 11:00;20.02;801.39;36.58;1504
05/01/2017 11:05;19.68;812.91;36.93;1528
05/01/2017 11:10;19.15;825.28;37.68;1551
05/01/2017 11:15;19.22;833.77;38.36;1567
05/01/2017 11:20;19.01;840.68;38.44;1577
05/01/2017 11:25;17.80;852.57;36.93;1615
05/01/2017 11:30;17.69;859.32;36.55;1627
05/01/2017 11:35;18.04;867.42;37.29;1633
05/01/2017 11:40;18.33;877.47;38.09;1641
05/01/2017 11:45;20.09;883.10;39.92;1635
05/01/2017 11:50;21.55;886.56;40.79;1634
05/01/2017 11:55;19.57;894.19;40.17;1663
05/01/2017 12:00;18.81;899.87;39.08;1675
05/01/2017 12:05;20.32;906.19;40.80;1669
05/01/2017 12:10;21.31;909.39;41.81;1665
05/01/2017 12:15;19.76;906.66;40.74;1682
05/01/2017 12:20;19.66;926.90;40.93;1702
05/01/2017 12:25;21.19;948.46;41.97;1730
05/01/2017 12:30;21.90;1005.12;43.53;1802
05/01/2017 12:35;22.90;904.75;43.50;1730
05/01/2017 12:45;22.03;395.11;41.47;760
05/01/2017 12:50;20.89;408.43;37.28;830
05/01/2017 12:55;19.33;384.85;34.79;673
05/01/2017 13:05;19.23;1030.63;34.30;1969
05/01/2017 13:10;19.76;834.53;38.06;1677
05/01/2017 13:15;19.42;937.66;39.75;1730
05/01/2017 13:20;19.07;922.38;38.13;1716
05/01/2017 13:25;18.64;917.86;36.91;1721
05/01/2017 13:30;19.03;911.19;37.40;1705
05/01/2017 13:35;18.98;907.58;38.13;1696
05/01/2017 13:40;18.71;905.12;36.99;1706
05/01/2017 13:45;19.79;870.87;37.69;1628
05/01/2017 13:50;19.79;638.95;38.11;1267
05/01/2017 13:55;21.44;616.42;38.57;1175
05/01/2017 14:00;20.64;457.01;34.73;782
05/01/2017 14:05;21.53;784.93;35.56;1528
05/01/2017 14:10;22.09;877.69;38.21;1635
05/01/2017 14:20;20.94;868.38;36.56;1643
05/01/2017 14:25;21.59;870.12;38.62;1626
05/01/2017 14:30;21.00;836.59;38.40;1571
05/01/2017 14:35;20.53;803.50;36.67;1532
05/01/2017 14:40;20.25;768.24;34.94;1474
05/01/2017 14:45;20.45;747.31;33.89;1429
05/01/2017 14:50;20.23;642.25;33.90;1303
05/01/2017 14:55;18.62;737.39;32.68;1423
05/01/2017 15:00;18.63;715.80;32.16;1384
05/01/2017 15:05;18.72;694.29;32.76;1338
05/01/2017 15:10;18.87;632.70;31.94;1197
05/01/2017 15:15;18.55;589.30;31.03;1148
05/01/2017 15:20;18.40;459.08;29.47;932
